,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
562,434,Chris Andersen,38,CLE,C,12,0,9.5,0.8,1.8,0.409,0,0.3,0,0.8,1.6,0.474,0.409,0.8,1.2,0.714,0.8,1.8,2.6,0.4,0.4,0.6,0.4,1.7,2.3,,2017
581,452,Lamar Patterson,25,ATL,SG,5,0,8,0.6,3,0.2,0.2,1.2,0.167,0.4,1.8,0.222,0.233,0.4,0.6,0.667,0.2,1.2,1.4,1.2,0.2,0,0.8,1.2,1.8,,2017
582,453,Damjan Rudež,30,ORL,SF,45,0,7,0.7,2,0.352,0.4,1.4,0.313,0.2,0.5,0.458,0.466,0,0,,0.1,0.4,0.6,0.4,0.3,0,0.2,0.7,1.8,,2017
604,474,Kyle Wiltjer,24,HOU,PF,14,0,3.1,0.3,1,0.286,0.3,0.9,0.308,0,0.1,0,0.429,0.1,0.1,0.5,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.9,,2017
605,475,Alonzo Gee,29,DEN,SF,13,0,6.8,0.2,1.1,0.214,0,0.2,0,0.2,0.8,0.273,0.214,0.4,0.7,0.556,0.3,0.8,1.2,0.5,0.4,0.1,0.3,1.1,0.8,,2017
606,476,Larry Sanders,28,CLE,C,5,0,2.6,0.2,0.8,0.25,0,0,,0.2,0.8,0.25,0.25,0.4,0.4,1,0.6,0.2,0.8,0,0.2,0.2,0.4,1,0.8,,2017
608,478,Steve Novak,33,MIL,PF,8,0,2.8,0.3,0.9,0.286,0.1,0.8,0.167,0.1,0.1,1,0.357,0,0,,0,0.4,0.4,0,0,0,0,0.1,0.6,,2017
609,479,Arinze Onuaku,29,ORL,C,8,0,3.5,0.3,0.5,0.5,0,0,,0.3,0.5,0.5,0.5,0,0,,0.3,0.5,0.8,0.3,0,0.1,0.3,0.4,0.5,,2017
610,480,Michael Gbinije,24,DET,SG,9,0,3.6,0.1,1.1,0.1,0,0.4,0,0.1,0.7,0.167,0.1,0.2,0.2,1,0.2,0.1,0.3,0.2,0,0,0,0.2,0.4,,2017
611,481,John Lucas III,34,MIN,PG,5,0,2.2,0.2,0.8,0.25,0,0.2,0,0.2,0.6,0.333,0.25,0,0,,0,0,0,0.2,0.4,0,0,0,0.4,,2017
613,483,Ben Bentil,21,DAL,PF,3,0,3.3,0,1,0,0,0.3,0,0,0.7,0,0,0,0,,0,0.7,0.7,0,0,0,0.3,0.3,0,,2017
602,472,C.J. Wilcox,26,ORL,SG,22,0,4.9,0.4,1.4,0.258,0.1,0.7,0.2,0.2,0.7,0.313,0.306,0.1,0.1,1,0.2,0.4,0.5,0.5,0.1,0,0.3,0.4,1,,2017
601,471,Mike Tobey,22,CHO,C,2,0,12.5,0.5,2,0.25,0,0,,0.5,2,0.25,0.25,0,0,,1,0.5,1.5,0.5,0,0,0.5,1,1,,2017
600,470,Ronnie Price,33,PHO,PG,14,0,9.6,0.3,1.7,0.167,0.2,1.2,0.176,0.1,0.5,0.143,0.229,0.2,0.3,0.75,0.2,0.6,0.8,1.3,0.8,0.1,0.2,1,1,,2017
599,469,Stephen Zimmerman,20,ORL,C,19,0,5.7,0.5,1.6,0.323,0,0,,0.5,1.6,0.323,0.323,0.2,0.3,0.6,0.6,1.3,1.8,0.2,0.1,0.3,0.2,0.9,1.2,,2017
585,456,Jordan Hill,29,MIN,C,7,0,6.7,0.7,1.9,0.385,0,0,,0.7,1.9,0.385,0.385,0.3,0.3,1,1.1,0.9,2,0,0.1,0,0.6,1.3,1.7,,2017
588,459,Ryan Kelly,25,ATL,PF,16,0,6.9,0.5,1.8,0.286,0.3,0.6,0.4,0.3,1.1,0.222,0.357,0.3,0.4,0.833,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6,,2017
590,461,Elijah Millsap,29,PHO,SG,2,0,11.5,0.5,3.5,0.143,0,1,0,0.5,2.5,0.2,0.143,0.5,1,0.5,1.5,1.5,3,0.5,0,0,1,1,1.5,,2017
592,463,Mike Miller,36,DEN,SF,20,0,7.6,0.5,1.2,0.391,0.4,1,0.4,0.1,0.2,0.333,0.565,0.1,0.1,1,0.1,1.8,1.9,1.1,0.1,0,0.7,0.5,1.4,,2017
593,464,Diamond Stone,19,LAC,C,7,0,3.4,0.4,1.9,0.231,0,0,,0.4,1.9,0.231,0.231,0.6,0.6,1,0.1,0.7,0.9,0,0,0.1,0.3,0.7,1.4,,2017
594,465,Joel Anthony,34,SAS,C,19,0,6.4,0.5,0.8,0.625,0,0,,0.5,0.8,0.625,0.625,0.3,0.4,0.625,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3,,2017
597,467,Daniel Ochefu,23,WAS,C,19,0,3.9,0.6,1.4,0.444,0,0,,0.6,1.4,0.444,0.444,0,0.1,0,0.3,0.9,1.2,0.2,0.1,0,0.2,0.9,1.3,,2017
591,462,Jarnell Stokes,23,DEN,C,2,0,3.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0,0,1.5,1.5,,2017
543,424,Andrew Nicholson,27,2TM,PF,38,0,9,1.1,2.9,0.387,0.1,0.7,0.185,1,2.2,0.452,0.41,0.2,0.4,0.643,0.4,1.2,1.6,0.3,0.4,0.2,0.4,1.4,2.6,,2017
491,382,Brian Roberts,31,CHO,PG,41,2,10.1,1.1,3,0.377,0.4,1.1,0.386,0.7,1.9,0.372,0.447,0.8,1,0.846,0.1,0.8,1,1.3,0.2,0,0.6,0.4,3.5,,2017
501,389,Jared Sullinger,24,TOR,PF,11,1,10.7,1.4,4.3,0.319,0.3,1.6,0.167,1.1,2.6,0.414,0.351,0.4,0.7,0.5,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4,,2017
473,368,Edy Tavares,24,CLE,C,1,0,24,3,4,0.75,0,0,,3,4,0.75,0.75,0,1,0,4,6,10,1,0,6,2,3,6,,2017
502,390,Norris Cole,28,OKC,PG,13,0,9.6,1.2,4,0.308,0.2,1,0.231,1,3,0.333,0.337,0.6,0.8,0.8,0,0.8,0.8,1.1,0.6,0,0.5,1.4,3.3,,2017
475,370,Justin Harper,27,PHI,PF,3,0,10.3,1.7,4,0.417,0.7,2.3,0.286,1,1.7,0.6,0.5,0,0,,0.7,1,1.7,0.7,0,0,1.3,0.7,4,,2017
465,363,Brandon Rush,31,MIN,SG,47,33,21.9,1.5,4,0.374,0.9,2.4,0.386,0.6,1.6,0.356,0.492,0.3,0.4,0.722,0.3,1.8,2.1,1,0.5,0.5,0.6,0.9,4.2,,2017
532,413,James Jones,36,CLE,SF,48,2,7.9,0.9,1.9,0.478,0.6,1.4,0.47,0.3,0.5,0.5,0.647,0.3,0.4,0.65,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,2.8,,2017
539,420,Marcelo Huertas,33,LAL,PG,23,1,10.3,1.1,3,0.368,0.2,0.8,0.211,0.9,2.1,0.429,0.397,0.4,0.7,0.529,0.1,1,1,2.3,0.4,0.1,0.8,0.7,2.7,,2017
523,406,Semaj Christon,24,OKC,PG,64,1,15.2,1.2,3.5,0.345,0.2,1,0.19,1,2.5,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2,0.4,0.1,0.7,1.2,2.9,,2017
522,405,Alan Anderson,34,LAC,SF,30,0,10.3,1,2.7,0.375,0.5,1.5,0.318,0.5,1.2,0.444,0.463,0.4,0.5,0.75,0.1,0.7,0.8,0.4,0.1,0,0.2,1.2,2.9,,2017
508,396,Paul Pierce,39,LAC,SF,25,7,11.1,1.1,2.8,0.4,0.6,1.7,0.349,0.5,1.1,0.481,0.507,0.4,0.5,0.769,0,1.9,1.9,0.4,0.2,0.2,0.6,1.6,3.2,,2017
512,398,Maurice Ndour,24,NYK,PF,32,4,10.3,1.2,2.7,0.453,0,0.2,0.143,1.2,2.5,0.481,0.459,0.6,0.8,0.731,0.7,1.3,2,0.3,0.5,0.3,0.4,0.9,3.1,,2017
504,392,Nicolás Laprovíttola,27,SAS,PG,18,3,9.7,1.1,2.6,0.426,0.6,1.5,0.37,0.6,1.1,0.5,0.532,0.5,0.5,1,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3,,2017
515,401,Sheldon Mac,24,WAS,SG,30,3,9.6,1,2.5,0.4,0.2,1,0.233,0.8,1.5,0.511,0.447,0.8,0.9,0.852,0.1,1,1.1,0.5,0.3,0.1,0.2,0.6,3,,2017
516,402,Sasha Vujačić,32,NYK,SG,42,4,9.7,1,3.2,0.309,0.5,1.8,0.311,0.5,1.5,0.306,0.393,0.4,0.6,0.708,0.3,1.1,1.4,1.2,0.3,0,0.4,0.9,3,,2017
521,404,Lavoy Allen,27,IND,PF,61,5,14.3,1.3,2.8,0.458,0,0,0,1.3,2.7,0.461,0.458,0.4,0.5,0.697,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9,,2017
132,116,Deron Williams,32,CLE,PG,24,4,20.3,2.8,6.1,0.463,0.9,2.2,0.415,1.9,3.9,0.489,0.537,0.9,1,0.84,0,1.8,1.9,3.6,0.3,0.3,1.7,1.8,7.5,,2017
253,209,Sergio Rodríguez,30,PHI,PG,68,30,22.3,3.1,7.9,0.392,1.4,3.7,0.365,1.7,4.2,0.415,0.478,0.3,0.4,0.667,0.3,2,2.3,5.1,0.7,0.1,1.9,1.4,7.8,,2017
241,199,Shawn Long,24,PHI,C,18,0,13,3.4,6.1,0.56,0.4,1.1,0.368,3,5,0.6,0.592,1.1,1.9,0.543,2.3,2.4,4.7,0.7,0.5,0.5,0.7,2.7,8.2,,2017
269,222,Archie Goodwin,22,BRK,SG,12,0,15.3,2.8,5.1,0.557,0.3,1.1,0.308,2.5,4,0.625,0.59,1.9,2.7,0.719,0.6,1.8,2.3,1.9,0.3,0.3,1.2,0.6,7.9,,2017
292,238,Justin Hamilton,26,BRK,C,64,7,18.4,2.7,5.9,0.459,0.9,2.8,0.306,1.9,3.1,0.598,0.532,0.6,0.8,0.75,1.1,3,4.1,0.9,0.5,0.7,0.7,1.4,6.9,,2017
275,228,Rodney Stuckey,30,IND,PG,39,0,17.8,2.3,6.3,0.373,0.5,1.5,0.317,1.8,4.7,0.391,0.412,2.1,2.7,0.748,0.2,2,2.2,2.2,0.4,0,1.4,1.1,7.2,,2017
285,231,Matt Barnes,36,GSW,SF,20,5,20.5,1.9,4.5,0.422,0.9,2.6,0.346,1,1.9,0.526,0.522,1,1.2,0.87,0.8,3.8,4.6,2.3,0.6,0.5,1.2,2.4,5.7,,2017
272,225,David Lee,33,SAS,PF,79,10,18.7,3.1,5.3,0.59,0,0,,3.1,5.3,0.59,0.59,1,1.4,0.708,1.9,3.7,5.6,1.6,0.4,0.5,1,1.6,7.3,,2017
188,152,Ty Lawson,29,SAC,PG,69,24,25.1,3.4,7.6,0.454,0.5,1.7,0.288,2.9,5.9,0.502,0.487,2.5,3.1,0.797,0.6,2,2.6,4.8,1.1,0.1,1.9,1.7,9.9,,2017
231,190,Monta Ellis,31,IND,SG,74,33,27,3.3,7.5,0.443,0.6,1.8,0.319,2.8,5.7,0.483,0.482,1.3,1.7,0.727,0.3,2.5,2.8,3.2,1.1,0.4,1.8,2,8.5,,2017
218,179,Dahntay Jones,36,CLE,SF,1,0,12,3,8,0.375,0,2,0,3,6,0.5,0.375,3,4,0.75,1,1,2,1,0,0,1,1,9,,2017
205,169,Gerald Henderson,29,PHI,SG,72,41,23.2,3.3,7.7,0.423,0.8,2.4,0.353,2.4,5.3,0.455,0.478,1.8,2.3,0.806,0.5,2.1,2.6,1.6,0.6,0.2,0.9,1.8,9.2,,2017
456,357,Johnny O'Bryant,24,CHO,PF,36,0,10.5,1.9,4.8,0.398,0.4,1.2,0.326,1.5,3.6,0.422,0.439,0.6,0.7,0.84,0.8,1.8,2.6,0.4,0.3,0.2,0.4,1.3,4.8,,2018
458,359,Tony Allen,36,NOP,SF,22,0,12.4,2,4.1,0.484,0.2,0.5,0.333,1.8,3.6,0.506,0.505,0.5,1,0.524,0.9,1.2,2.1,0.4,0.5,0.1,0.9,2.2,4.7,,2018
468,364,Willie Reed,27,DET,C,3,0,3,0.3,0.3,1,0,0,,0.3,0.3,1,1,0,0,,0,0.3,0.3,0.3,0,0,0,1,0.7,,2018
472,368,Andrew White,24,ATL,SF,15,0,13.9,1.7,4.9,0.342,1.2,3.3,0.367,0.5,1.6,0.292,0.466,0.1,0.3,0.25,0.3,2,2.3,0.4,0.2,0.1,0.5,0.8,4.6,,2018
441,348,Brandan Wright,30,HOU,PF,1,0,15,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,1,1,2,0,0,1,0,3,4,,2018
447,350,Ramon Sessions,31,WAS,PG,15,0,15,1.7,4.3,0.391,0.4,1,0.4,1.3,3.3,0.388,0.438,2.1,2.8,0.762,0.3,1,1.3,3.3,0.5,0.1,1,1,5.9,,2018
450,351,Jameer Nelson,35,DET,PG,7,0,16.6,1.6,5.6,0.282,0.1,2,0.071,1.4,3.6,0.4,0.295,0.4,0.4,1,0.3,0.9,1.1,3.3,0.6,0.1,1.6,2,3.7,,2018
511,404,Joe Young,25,IND,PG,53,1,10.5,1.5,3.5,0.43,0.5,1.2,0.379,1,2.3,0.458,0.497,0.4,0.5,0.759,0.2,1,1.2,0.7,0.3,0,0.5,0.7,3.9,,2018
504,397,Jordan Mickey,23,MIA,PF,23,3,12.3,1.7,3.6,0.476,0.1,0.7,0.125,1.6,2.9,0.561,0.488,0.6,0.8,0.684,0.8,2.7,3.5,0.4,0.3,0.4,0.8,1.6,4,,2018
505,398,Chinanu Onuaku,21,HOU,C,1,0,22,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,1,3,4,1,0,0,3,4,4,,2018
507,400,Paul Zipser,23,CHI,SF,54,12,15.3,1.5,4.3,0.346,0.7,2,0.336,0.8,2.3,0.355,0.425,0.4,0.5,0.76,0.2,2.2,2.4,0.9,0.4,0.3,0.8,1.6,4,,2018
514,407,Marquis Teague,24,MEM,PG,3,0,24.7,1.3,5.3,0.25,0.3,1.3,0.25,1,4,0.25,0.281,0.7,1.7,0.4,0.3,1.7,2,4.3,1.3,0,1,1.7,3.7,,2018
497,390,Alec Peters,22,PHO,PF,20,0,11.3,1.4,3.7,0.378,0.9,2.9,0.31,0.5,0.8,0.625,0.5,0.4,0.5,0.8,0.4,1.5,1.9,0.6,0.1,0.1,0.2,0.7,4.1,,2018
496,389,Joffrey Lauvergne,26,SAS,C,55,1,9.7,1.8,3.5,0.516,0,0.1,0,1.8,3.4,0.53,0.516,0.5,0.9,0.638,1.1,2,3.1,0.7,0.2,0.1,0.6,0.8,4.1,,2018
481,375,Emeka Okafor,35,NOP,C,26,19,13.6,1.8,3.7,0.505,0,0,,1.8,3.7,0.505,0.505,0.7,0.8,0.818,1.8,2.8,4.6,0.3,0.3,1,0.5,1.2,4.4,,2018
483,377,Travis Wear,27,LAL,SF,17,0,13.4,1.5,4.2,0.347,1,2.8,0.362,0.5,1.5,0.32,0.465,0.5,0.5,1,0,2.2,2.2,0.4,0.2,0.3,0.4,1.8,4.4,,2018
486,380,Shane Larkin,25,BOS,PG,54,2,14.4,1.6,4.1,0.384,0.6,1.6,0.36,1,2.5,0.398,0.454,0.6,0.7,0.865,0.3,1.4,1.7,1.8,0.5,0,0.6,1.1,4.3,,2018
491,385,Timofey Mozgov,31,BRK,C,31,13,11.6,1.7,3,0.559,0.1,0.6,0.222,1.5,2.4,0.64,0.581,0.7,1,0.767,1,2.1,3.2,0.4,0.2,0.4,1.1,1.3,4.2,,2018
493,386,Adreian Payne,26,ORL,PF,5,0,8.6,1.4,2,0.7,0.4,0.6,0.667,1,1.4,0.714,0.8,1,1.2,0.833,0.4,1.4,1.8,0,0.4,0,0.4,1.2,4.2,,2018
495,388,Tyler Ennis,23,LAL,PG,54,11,12.6,1.7,4.1,0.42,0.3,1,0.25,1.5,3.1,0.476,0.451,0.4,0.5,0.759,0.4,1.4,1.8,1.9,0.6,0.2,0.7,1.4,4.1,,2018
377,301,Rodney Purvis,23,ORL,SG,16,2,18.1,2.2,6.7,0.327,0.8,3.3,0.25,1.4,3.4,0.4,0.388,0.8,0.9,0.867,0.1,1.6,1.7,1.1,0.2,0.2,0.6,1.6,6,,2018
367,293,Isaiah Whitehead,22,BRK,PG,16,0,11.3,2.5,5.4,0.465,0.4,1.1,0.389,2.1,4.3,0.485,0.506,0.8,1.2,0.684,0.3,1.4,1.6,1.3,0.5,0.1,1.5,1.4,6.3,,2018
352,286,Sean Kilpatrick,28,CHI,SG,9,1,23.8,5.2,11.9,0.439,2.1,5.3,0.396,3.1,6.6,0.475,0.528,2.9,3.6,0.813,0.3,2.4,2.8,1.4,0.7,0.3,1.3,0.9,15.4,,2018
364,290,Malcolm Delaney,28,ATL,PG,54,3,18.8,2,5.3,0.382,0.9,2.3,0.371,1.2,3,0.391,0.463,1.4,1.7,0.804,0.2,1.7,1.9,3,0.6,0.1,1.2,1.5,6.3,,2018
355,287,Trevor Booker,30,PHI,PF,33,0,15,1.8,3.3,0.56,0.1,0.2,0.286,1.8,3.1,0.578,0.569,1,1.2,0.821,1.4,2.3,3.7,0.8,0.5,0.3,0.6,1.5,4.7,,2018
389,312,Xavier Rathan-Mayes,23,MEM,SG,5,0,23.6,2.4,8.4,0.286,0.2,2.8,0.071,2.2,5.6,0.393,0.298,0.8,1.8,0.444,0,1,1,3.6,1.2,0.6,2.2,3.6,5.8,,2018
423,339,Brandon Jennings,28,MIL,PG,14,0,14.6,1.9,5.1,0.375,0.6,2.4,0.273,1.3,2.8,0.462,0.438,0.7,0.7,1,0.4,1.9,2.2,3.1,0.4,0.3,1.3,0.8,5.2,,2018
427,341,Jamel Artis,25,ORL,SG,15,1,18.6,2.1,5.3,0.392,0.5,1.9,0.276,1.5,3.3,0.46,0.443,0.5,0.8,0.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1,,2018
421,337,Luke Babbitt,28,MIA,SF,13,5,11.2,0.8,3.6,0.234,0.8,3.5,0.244,0,0.2,0,0.351,0,0,,0.2,1,1.2,0.4,0.1,0.2,0.3,0.5,2.5,,2018
432,344,Shabazz Muhammad,25,MIL,SG,11,0,10.6,3.4,6.1,0.552,0.3,0.7,0.375,3.1,5.4,0.576,0.575,1.5,1.7,0.895,0.7,2.1,2.8,0.6,0.4,0.1,0.1,0.6,8.5,,2018
396,317,Jack Cooley,26,SAC,PF,7,0,12.4,1.9,3.9,0.481,0,0,,1.9,3.9,0.481,0.481,2,2.7,0.737,2,2.3,4.3,0.9,0.1,0,0.4,1.9,5.7,,2018
397,318,Jameel Warney,24,DAL,PF,3,0,9,2.3,4,0.583,0,0,,2.3,4,0.583,0.583,1,1.7,0.6,1.3,1.7,3,0,0,0,0.3,0.7,5.7,,2018
400,321,Omari Johnson,28,MEM,PF,4,0,18.8,2.3,5.3,0.429,1,3,0.333,1.3,2.3,0.556,0.524,0,0,,1,1.8,2.8,1.8,0.5,0,0.8,1.5,5.5,,2018
407,328,Myke Henry,25,MEM,SF,20,0,18.9,2.1,5.5,0.376,1,2.9,0.328,1.1,2.6,0.431,0.463,0.3,0.5,0.6,0.5,1.4,1.9,1.1,1.6,0.3,1,1.4,5.4,,2018
672,527,Xavier Munford,25,MIL,SG,6,0,3.5,0.2,1,0.167,0,0.3,0,0.2,0.7,0.25,0.167,0.2,0.3,0.5,0.2,0,0.2,0.7,0.2,0,0.3,0.7,0.5,,2018
631,493,Joel Bolomboy,24,MIL,PF,6,0,6.3,0.5,1,0.5,0,0.2,0,0.5,0.8,0.6,0.5,0.5,1,0.5,1,0.7,1.7,0,0.3,0,0.3,0.5,1.5,,2018
633,495,Vince Hunter,23,MEM,PF,4,0,1.8,0.8,1.3,0.6,0,0,,0.8,1.3,0.6,0.6,0,0,,0.5,0.3,0.8,0,0,0.3,0.3,0,1.5,,2018
634,496,Richard Jefferson,37,DEN,SF,20,0,8.2,0.6,1.4,0.444,0.1,0.4,0.286,0.5,1,0.5,0.481,0.2,0.4,0.571,0.1,0.8,0.9,0.8,0.1,0.1,0.3,0.6,1.5,,2018
636,498,Jeff Withey,27,DAL,C,10,0,3.9,0.6,1.6,0.375,0.2,1,0.2,0.4,0.6,0.667,0.438,0.1,0.2,0.5,0.1,0.9,1,0,0,0.3,0.2,0.3,1.5,,2018
640,500,Marcus Georges-Hunt,23,MIN,SG,42,0,5.3,0.5,1.1,0.438,0.1,0.4,0.267,0.4,0.8,0.515,0.479,0.3,0.5,0.619,0.2,0.2,0.4,0.2,0.1,0,0.1,0.8,1.4,,2018
641,501,Markel Brown,26,HOU,SG,4,0,7.8,0.5,1.8,0.286,0.3,1.3,0.2,0.3,0.5,0.5,0.357,0,0,,0.3,1,1.3,0.5,0,0,0.5,1.5,1.3,,2018
642,502,Tim Quarterman,23,HOU,SG,3,0,4.3,0.3,1,0.333,0,0.7,0,0.3,0.3,1,0.333,0.7,0.7,1,0,1,1,0.3,0,0,0.7,0.3,1.3,,2018
645,503,Ömer Aşık,31,CHI,C,4,0,15.3,0.5,1.5,0.333,0,0,,0.5,1.5,0.333,0.333,0,0.3,0,0.5,2,2.5,0.3,0.3,0.5,1,1.5,1,,2018
629,491,James Webb III,24,BRK,SF,10,0,12,0.6,2.4,0.25,0.4,1.9,0.211,0.2,0.5,0.4,0.333,0,0,,0.8,1.6,2.4,0.4,0.1,0,0.4,1,1.6,,2018
627,489,Matt Williams,24,MIA,SG,3,0,3.7,0.7,2,0.333,0.3,1.7,0.2,0.3,0.3,1,0.417,0,0,,0,0.3,0.3,0,0,0,0.3,0.3,1.7,,2018
626,488,Damien Wilkins,38,IND,SF,19,1,8,0.7,2.1,0.333,0.2,0.9,0.222,0.5,1.1,0.429,0.385,0.2,0.2,0.75,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7,,2018
608,475,Mangok Mathiang,25,CHO,C,4,0,5,1,1.8,0.571,0,0,,1,1.8,0.571,0.571,0,0.3,0,0.8,1.8,2.5,0,0.3,0,0,1.3,2,,2018
613,480,Kyle Singler,29,OKC,SF,12,0,4.9,0.6,1.8,0.333,0.2,0.4,0.4,0.4,1.3,0.313,0.381,0.6,1.1,0.538,0.1,0.8,0.8,0.2,0.1,0,0.3,0.3,1.9,,2018
614,481,Dakari Johnson,22,OKC,C,31,6,5.2,0.7,1.3,0.564,0,0,,0.7,1.3,0.564,0.564,0.4,0.6,0.55,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,,2018
615,482,Marshall Plumlee,25,MIL,C,8,0,6.5,0.1,0.4,0.333,0,0,,0.1,0.4,0.333,0.333,1.5,2,0.75,0.5,1.6,2.1,0.3,0,0.1,0.4,1.3,1.8,,2018
623,485,DeAndre Liggins,29,NOP,SG,27,3,9,0.7,1.5,0.439,0.3,0.6,0.471,0.4,0.9,0.417,0.537,0,0,,0.1,0.9,1,0.8,0.4,0.1,0.3,0.7,1.6,,2018
617,484,Larry Drew II,27,2TM,PG,10,0,7,0.7,2.4,0.292,0.3,0.9,0.333,0.4,1.5,0.267,0.354,0,0,,0.3,0,0.3,1,0,0,0.3,0.6,1.7,,2018
675,529,Nate Wolters,26,UTA,PG,5,0,3.8,0.2,1.2,0.167,0,0,,0.2,1.2,0.167,0.167,0,0,,0.2,0.2,0.4,0.2,0,0,0,0.2,0.4,,2018
677,531,Nicolás Brussino,24,ATL,SF,4,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0.8,0.8,0,0,0,0,0,0,,2018
680,532,Jarell Eddie,26,CHI,SF,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,2018
681,533,Mindaugas Kuzminskas,28,NYK,SF,1,0,2,0,2,0,0,0,,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,2018
683,535,Erik McCree,24,UTA,SF,4,0,2,0,0.5,0,0,0.3,0,0,0.3,0,0,0,0,,0,0.3,0.3,0,0.3,0,0.3,0,0,,2018
684,536,Trey McKinney-Jones,27,IND,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,2018
685,537,Josh McRoberts,30,DAL,PF,2,0,3,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0,,2018
686,538,Luis Montero,24,DET,SG,2,0,4,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,1,1,0,0,0,1,0,0,,2018
687,539,Ben Moore,22,IND,PF,2,0,4.5,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0.5,0,0,0,2,0,,2018
688,540,Xavier Silas,30,BOS,SG,2,0,3.5,0,1.5,0,0,1,0,0,0.5,0,0,0,0,,0.5,0.5,1,0,0.5,0,0,0.5,0,,2018
673,528,London Perrantes,23,CLE,PG,14,0,4.7,0.1,0.9,0.154,0,0.2,0,0.1,0.7,0.2,0.154,0.2,0.4,0.6,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.4,0.5,,2018
671,526,Charles Cooke,23,NOP,SG,13,0,2.9,0.2,1.1,0.143,0.1,0.6,0.125,0.1,0.5,0.167,0.179,0.1,0.2,0.5,0,0.2,0.2,0.1,0.1,0,0.1,0,0.5,,2018
669,524,Vander Blue,25,LAL,SG,5,0,9,0.2,1,0.2,0,0.4,0,0.2,0.6,0.333,0.2,0.2,0.4,0.5,0,0.2,0.2,0.6,0.2,0,0.6,0.4,0.6,,2018
653,508,Darrun Hilliard,24,SAS,SG,14,0,6.8,0.4,1.4,0.263,0,0.4,0,0.4,0.9,0.385,0.263,0.4,0.5,0.857,0,0.5,0.5,0.8,0.1,0,0.3,0.5,1.1,,2018
654,509,Matt Costello,24,SAS,C,4,0,8,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0.3,2,2.3,0.5,0.5,0.5,0.3,1.8,1,,2018
656,511,Reggie Hearn,26,DET,SG,3,0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,,0.75,0,0,,0,0,0,0,0,0,0,0,1,,2018
661,516,Derrick Williams,26,LAL,PF,2,0,4.5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,0,0,,0,0.5,0.5,0,0,0,0,0,1,,2018
664,519,Julyan Stone,29,CHO,SG,23,0,7.6,0.3,0.6,0.462,0.3,0.6,0.462,0,0,,0.692,0,0.1,0.5,0,1.2,1.3,1.1,0.2,0.1,0.3,0.9,0.8,,2018
